STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
52866099999,2022/1/1,36.6166667,101.7666667,2262,"XINING, CH",16.7,8,-2,8,1031.6,8,758.4,8,6.6,8,3.9,8,8.5,20.6,38.1, ,2.7, ,0,G,999.9,0
52866099999,2022/1/2,36.6166667,101.7666667,2262,"XINING, CH",16.9,8,-1.6,8,1032.4,8,759.1,8,8.1,8,5.9,8,13.4,27.6,32.5, ,2.7, ,0,G,999.9,0
52866099999,2022/1/3,36.6166667,101.7666667,2262,"XINING, CH",18.9,8,-3.5,8,1030.5,8,758.4,8,9.5,8,4.7,8,12.6,27.4,32.4, ,5, ,0,G,999.9,0
52866099999,2022/1/4,36.6166667,101.7666667,2262,"XINING, CH",16.2,8,-3.7,8,1032,8,759.3,8,8.8,8,7.5,8,20.2,38.3,35.6, ,4.5, ,0,G,999.9,0
52866099999,2022/1/5,36.6166667,101.7666667,2262,"XINING, CH",11.3,8,-2.5,8,1037.1,8,760.3,8,8.4,8,5.2,8,11.8,38.3,35.6, ,1.9, ,0,G,999.9,0
52866099999,2022/1/6,36.6166667,101.7666667,2262,"XINING, CH",6.9,8,-6.7,8,1037.8,8,759,8,10.2,8,6.3,8,13.4,26.2,23.5, ,-1.5, ,0,G,999.9,0
52866099999,2022/1/7,36.6166667,101.7666667,2262,"XINING, CH",5.5,8,-7.6,8,1042.9,8,761.1,8,8.5,8,2.4,8,6,26.2,19.8, ,-3.3, ,0,G,999.9,0
52866099999,2022/1/8,36.6166667,101.7666667,2262,"XINING, CH",11.9,8,-4.2,8,1037.2,8,759.5,8,4.9,8,4.6,6,11.7,15,24.8, ,-2.9, ,0,G,999.9,0
52866099999,2022/1/9,36.6166667,101.7666667,2262,"XINING, CH",14.9,8,-4.4,8,1033.8,8,759.1,8,6.6,8,6.8,8,11.3,21,27.1, ,-2, ,0,G,999.9,0
52866099999,2022/1/10,36.6166667,101.7666667,2262,"XINING, CH",9.1,8,-7.2,8,1041.8,8,763.2,8,9.4,8,6.5,8,11.1,26,27.1, ,0.1, ,0.39,G,999.9,0
52866099999,2022/1/11,36.6166667,101.7666667,2262,"XINING, CH",18,8,-13,8,1039.6,8,763.3,8,12.5,8,7.7,8,13.4,28.7,30.4, ,-1.8, ,0,G,999.9,0
52866099999,2022/1/12,36.6166667,101.7666667,2262,"XINING, CH",24.2,8,-11.8,8,1025,8,756.9,8,12.5,8,5.2,8,15.2,25.3,43.5, ,-1.8, ,0,G,999.9,0
52866099999,2022/1/13,36.6166667,101.7666667,2262,"XINING, CH",24.7,8,-13.2,8,1023.2,8,756,8,12.8,8,5,8,8.9,28.7,43.5, ,7.9, ,0,G,999.9,0
52866099999,2022/1/14,36.6166667,101.7666667,2262,"XINING, CH",24.3,8,-6.5,8,1020.9,8,754.2,8,10.6,8,6.9,8,14,34.2,41.7, ,9.3, ,0,G,999.9,0
52866099999,2022/1/15,36.6166667,101.7666667,2262,"XINING, CH",22.4,8,1.7,8,1024.8,8,757.1,8,11.6,8,7.9,8,17.1,41.4,44.4, ,10.2, ,0,G,999.9,0
52866099999,2022/1/16,36.6166667,101.7666667,2262,"XINING, CH",11.8,8,3.8,8,1044,8,766,8,8.8,8,2.8,8,5.4,33.2,19,*,4.5, ,0,G,999.9,1000
52866099999,2022/1/17,36.6166667,101.7666667,2262,"XINING, CH",19.4,8,-6.7,8,1039.3,8,764.3,8,9.5,8,3,8,9.3,23.3,37.8, ,1.8, ,0,G,999.9,0
52866099999,2022/1/18,36.6166667,101.7666667,2262,"XINING, CH",24.1,8,-8.2,8,1022.1,8,754.8,8,8.7,8,2.8,8,8,11.5,41.2, ,1.8, ,0,G,999.9,0
52866099999,2022/1/19,36.6166667,101.7666667,2262,"XINING, CH",25.3,8,-6.8,8,1019.7,8,753.7,8,10.8,8,4.6,8,14.6,28.4,41.7, ,7.5, ,0,G,999.9,0
52866099999,2022/1/20,36.6166667,101.7666667,2262,"XINING, CH",23.9,8,-1.4,8,1025.3,8,757.3,8,6.7,8,0.5,8,1.9,24.7,41.7, ,10.4, ,0,G,999.9,0
52866099999,2022/1/21,36.6166667,101.7666667,2262,"XINING, CH",26.5,8,-3.8,8,1026.2,8,758.9,8,9.6,8,5.7,5,13.6,999.9,41, ,12.6, ,0,G,999.9,0
52866099999,2022/1/22,36.6166667,101.7666667,2262,"XINING, CH",26.8,8,-5.2,8,1018,8,753.2,8,10.4,8,2.3,8,4.7,13.2,44.1, ,12.6, ,0,G,999.9,0
52866099999,2022/1/23,36.6166667,101.7666667,2262,"XINING, CH",26.5,8,-3.7,8,1017.4,8,752.3,8,11.4,8,2.2,8,5.1,11.1,44.1, ,12.2, ,0,G,999.9,0
52866099999,2022/1/24,36.6166667,101.7666667,2262,"XINING, CH",20.7,8,13.5,8,1026.6,8,757.7,8,3.2,8,4.2,7,5.8,12,36.3, ,12.2, ,0.06,G,0.4,1000
52866099999,2022/1/25,36.6166667,101.7666667,2262,"XINING, CH",21.2,8,12.9,8,1030.6,8,759.8,8,3.4,8,2.4,8,6.2,15.9,31.1, ,14.5, ,0,G,999.9,0
52866099999,2022/1/26,36.6166667,101.7666667,2262,"XINING, CH",19.9,8,10.2,8,1027.7,8,757.5,8,3.6,8,4.8,8,9.3,23.9,31.1, ,12.4, ,0,G,999.9,0
52866099999,2022/1/27,36.6166667,101.7666667,2262,"XINING, CH",21.6,8,-1.6,8,1031.9,8,761,8,10.2,8,8.2,8,19,32.8,38.5, ,9.5, ,0,G,999.9,0
52866099999,2022/1/28,36.6166667,101.7666667,2262,"XINING, CH",20.2,8,-2.4,8,1032.5,8,760.8,8,9.8,8,3.1,8,6.6,21.4,38.5, ,5.9, ,0,G,999.9,0
52866099999,2022/1/29,36.6166667,101.7666667,2262,"XINING, CH",20.7,8,-0.2,8,1031.3,8,760.1,8,10.8,8,5.2,8,14.4,22.1,35.6, ,5.9, ,0,G,999.9,0
52866099999,2022/1/30,36.6166667,101.7666667,2262,"XINING, CH",21.1,8,0.2,8,1029.7,8,759.3,8,11.4,8,4.7,8,13.2,24.3,32.9, ,9.3, ,0,G,999.9,0
52866099999,2022/1/31,36.6166667,101.7666667,2262,"XINING, CH",21.9,8,-6.7,8,1028.4,8,758.4,8,11.5,8,5.4,8,13.2,27.6,39.6, ,7.2, ,0,G,999.9,0
52866099999,2022/2/1,36.6166667,101.7666667,2262,"XINING, CH",22.9,8,-8.8,8,1028.9,8,759.4,8,12.6,8,4.1,8,12.8,28,40.5, ,7.2, ,0,G,999.9,0
52866099999,2022/2/2,36.6166667,101.7666667,2262,"XINING, CH",24.4,8,-10.4,8,1028.9,8,759.9,8,10.3,8,1.5,8,4.3,28,41.2, ,7.2, ,0,G,999.9,0
52866099999,2022/2/3,36.6166667,101.7666667,2262,"XINING, CH",28.3,8,-6.8,8,1028.4,8,761.1,8,12.5,8,3.5,8,13.2,25.8,41.2, ,7.2, ,0,G,999.9,0
52866099999,2022/2/4,36.6166667,101.7666667,2262,"XINING, CH",28.8,8,-5.1,8,1027.3,8,761.1,8,14.4,8,6.5,8,11.7,26.2,40.6, ,13.6, ,0,G,999.9,0
52866099999,2022/2/5,36.6166667,101.7666667,2262,"XINING, CH",27.7,8,-14.7,8,1024.9,8,759,8,13.5,8,3,8,8.5,26.2,45.3, ,13.8, ,0,G,999.9,0
52866099999,2022/2/6,36.6166667,101.7666667,2262,"XINING, CH",27.1,8,-7.2,8,1025.7,8,759,8,12.8,8,4.5,8,6.8,25.8,45.3, ,13.8, ,0,G,999.9,0
52866099999,2022/2/7,36.6166667,101.7666667,2262,"XINING, CH",28,8,-6.5,8,1027.7,8,760.9,8,11.6,8,3.3,8,5.8,25.8,44.2, ,13.8, ,0,G,999.9,0
52866099999,2022/2/8,36.6166667,101.7666667,2262,"XINING, CH",32.5,8,-4.1,8,1025.3,8,760.7,8,12,8,5.9,8,13.4,27,52.3, ,13.8, ,0,G,999.9,0
52866099999,2022/2/9,36.6166667,101.7666667,2262,"XINING, CH",32.4,7,0.7,7,1021.5,7,759,7,10.5,7,1.7,7,3.5,27,52.3, ,14, ,0,G,999.9,0
52866099999,2022/2/10,36.6166667,101.7666667,2262,"XINING, CH",32.8,4,3.3,4,1017.8,4,755.9,4,8.5,4,1.2,4,4.3,14.8,51.6, ,18, ,0,G,999.9,0
52866099999,2022/2/11,36.6166667,101.7666667,2262,"XINING, CH",30.5,4,1.9,4,1019.2,4,757.3,4,15.4,4,999.9,0,999.9,999.9,48.2, ,22.3, ,0,G,999.9,0
52866099999,2022/2/12,36.6166667,101.7666667,2262,"XINING, CH",32.1,8,2.9,8,1021.1,8,758.3,8,14.7,8,6.5,8,17.9,35,50.9,*,18.9, ,0,G,999.9,0
52866099999,2022/2/13,36.6166667,101.7666667,2262,"XINING, CH",31.8,8,7.9,8,1024,8,759.4,8,15.7,8,4,8,9.1,31.3,50.7, ,18.3, ,0,G,999.9,0
52866099999,2022/2/14,36.6166667,101.7666667,2262,"XINING, CH",31.2,8,12.9,8,1026.8,8,762.2,8,14.3,8,3.8,8,6.6,24.3,42.1, ,18.3, ,0,G,999.9,0
52866099999,2022/2/15,36.6166667,101.7666667,2262,"XINING, CH",29.3,8,5.3,8,1031.1,8,764.2,8,15.2,8,3.6,8,6.2,18.1,42.1, ,19.9, ,0,G,999.9,0
52866099999,2022/2/16,36.6166667,101.7666667,2262,"XINING, CH",29.7,8,-0.9,8,1031.1,8,764.4,8,12.1,8,6.1,8,10.5,19.8,45.7, ,16.7, ,0,G,999.9,0
52866099999,2022/2/17,36.6166667,101.7666667,2262,"XINING, CH",36.3,4,-5.2,4,1028.8,4,763.2,4,13.5,4,5.6,4,13,26,52.9, ,15.3, ,0,G,999.9,0
52866099999,2022/2/18,36.6166667,101.7666667,2262,"XINING, CH",36.9,7,-7,7,1019.2,7,758.8,7,13.2,7,1.8,7,4.1,11.7,55.4, ,20.3, ,0,G,999.9,0
52866099999,2022/2/19,36.6166667,101.7666667,2262,"XINING, CH",37.9,8,-0.2,8,1018.5,8,758.9,8,10.5,8,2.8,8,6.8,11.3,54.3, ,20.8, ,0,G,999.9,0
52866099999,2022/2/20,36.6166667,101.7666667,2262,"XINING, CH",41.1,8,6.3,8,1010.2,8,753.1,8,11.3,8,5.5,8,10.7,32.8,57, ,22.6, ,0,G,999.9,0
52866099999,2022/2/21,36.6166667,101.7666667,2262,"XINING, CH",39.4,8,18.3,8,1010.8,8,754,8,7.8,8,7.6,8,17.3,33.2,57, ,23, ,0.05,G,999.9,1000
52866099999,2022/2/22,36.6166667,101.7666667,2262,"XINING, CH",32.1,8,25.7,8,1017,8,755.4,8,4.3,8,1.6,8,4.1,31.9,55.4, ,27, ,0.09,G,999.9,1000
52866099999,2022/2/23,36.6166667,101.7666667,2262,"XINING, CH",40.5,8,22.7,8,1007.4,8,750.6,8,6.5,8,2.4,8,5.8,15.3,53.4, ,26.8, ,0,G,999.9,0
52866099999,2022/2/24,36.6166667,101.7666667,2262,"XINING, CH",27,8,17.3,8,1013.5,8,751.7,8,8.7,8,9.9,8,18.1,31.5,53.4, ,21.2, ,0,G,999.9,0
52866099999,2022/2/25,36.6166667,101.7666667,2262,"XINING, CH",23.7,8,13.4,8,1027.5,8,759,8,10,8,6.5,8,8.9,21.2,36.5, ,17.8, ,0,G,999.9,1000
52866099999,2022/2/26,36.6166667,101.7666667,2262,"XINING, CH",29.5,8,10.8,8,1028.5,8,761.5,8,9.5,8,3.4,8,6.6,19.8,44.1, ,16.3, ,0,G,999.9,0
52866099999,2022/2/27,36.6166667,101.7666667,2262,"XINING, CH",31.1,8,9.6,8,1023.6,8,759.3,8,9.6,8,3.6,8,5.6,13.6,44.1, ,16.7, ,0,G,999.9,0
52866099999,2022/2/28,36.6166667,101.7666667,2262,"XINING, CH",36.8,8,1.4,8,1016.7,8,756.1,8,12.3,8,3.6,8,8.4,20,53.1, ,19.4, ,0,G,999.9,0
52866099999,2022/3/1,36.6166667,101.7666667,2262,"XINING, CH",38.6,8,3.7,8,1014,8,755.3,8,13.6,8,5.3,8,14.8,32.6,53.1, ,20.5, ,0,G,999.9,0
52866099999,2022/3/2,36.6166667,101.7666667,2262,"XINING, CH",33.9,8,4.3,8,1021.6,8,759.8,8,14.9,8,5.9,8,11.5,32.6,51.8, ,25.9, ,0,G,999.9,0
52866099999,2022/3/3,36.6166667,101.7666667,2262,"XINING, CH",33.4,8,6.4,8,1023.4,8,760.4,8,11.9,8,4,8,9.7,27.2,49.1, ,21.4, ,0,G,999.9,0
52866099999,2022/3/4,36.6166667,101.7666667,2262,"XINING, CH",36.7,8,12.4,8,1017.5,8,756.8,8,12.8,8,5.3,8,8.9,27,52.3, ,21.6, ,0,G,999.9,0
52866099999,2022/3/5,36.6166667,101.7666667,2262,"XINING, CH",39.7,8,9,8,1016.4,8,757.5,8,12.1,8,2.9,8,6,27,53.8, ,21.7, ,0,G,999.9,0
52866099999,2022/3/6,36.6166667,101.7666667,2262,"XINING, CH",43.9,8,14.2,8,1015.4,8,758.2,8,12.5,8,5.8,8,11.7,22.9,54.5, ,24.4, ,0,G,999.9,0
52866099999,2022/3/7,36.6166667,101.7666667,2262,"XINING, CH",42.7,8,13.4,8,1015.6,8,759,8,10.6,8,4.5,8,8.4,22.9,56.3, ,26.8, ,0,G,999.9,0
52866099999,2022/3/8,36.6166667,101.7666667,2262,"XINING, CH",44.1,8,2,7,1016,8,759.5,8,11.1,8,3.6,8,9.7,22.5,63.3, ,28.4, ,0,G,999.9,0
52866099999,2022/3/9,36.6166667,101.7666667,2262,"XINING, CH",44.7,8,7.9,8,1018.1,8,760.9,8,12.8,8,4.6,8,10.9,24.9,63.3, ,28.8, ,0,G,999.9,0
52866099999,2022/3/10,36.6166667,101.7666667,2262,"XINING, CH",49.7,8,7.1,8,1007.7,8,754.8,8,10.5,8,2.4,8,6.4,24.9,67.8, ,29.1, ,0,G,999.9,0
52866099999,2022/3/11,36.6166667,101.7666667,2262,"XINING, CH",49.4,8,-3.7,8,1005.1,8,754.2,8,10.5,8,6.5,8,10.7,24.3,67.8, ,29.1, ,0,G,999.9,0
52866099999,2022/3/12,36.6166667,101.7666667,2262,"XINING, CH",48.7,8,4.9,8,1006,8,753.5,8,7.8,8,2.5,8,7.6,19.6,67.3, ,28.4, ,0,G,999.9,0
52866099999,2022/3/13,36.6166667,101.7666667,2262,"XINING, CH",44.8,8,13.1,8,1007.6,8,754.1,8,1.2,8,3.5,8,14.2,26.6,65.7, ,28.6, ,0,G,999.9,0
52866099999,2022/3/14,36.6166667,101.7666667,2262,"XINING, CH",44.3,8,17.2,8,1007.5,8,753.4,8,1.4,8,7.4,8,17.3,30.5,62.2, ,34.5, ,0,G,999.9,0
52866099999,2022/3/15,36.6166667,101.7666667,2262,"XINING, CH",42.5,8,17.5,8,1009.7,8,754,8,1.6,8,7.6,8,16.9,33.6,62.2, ,33.3, ,0,G,999.9,0
52866099999,2022/3/16,36.6166667,101.7666667,2262,"XINING, CH",30,8,19.1,8,1022.7,8,759.6,8,3.7,8,11.7,8,16.3,34.6,55.9, ,23.9, ,0.39,G,999.9,0
52866099999,2022/3/17,36.6166667,101.7666667,2262,"XINING, CH",28.7,8,14,8,1027.7,8,761.6,8,5.3,8,10.2,8,22.1,36.1,43.5, ,19.6, ,0,G,999.9,0
52866099999,2022/3/18,36.6166667,101.7666667,2262,"XINING, CH",31.8,8,9.2,8,1029.4,8,763.2,8,7.6,8,5.3,8,18.8,31.7,46, ,17.6, ,0.39,G,999.9,0
52866099999,2022/3/19,36.6166667,101.7666667,2262,"XINING, CH",38.3,8,2.2,8,1023.1,8,761.6,8,9.9,8,4,8,6,31.1,55.6, ,18, ,0,G,999.9,0
52866099999,2022/3/20,36.6166667,101.7666667,2262,"XINING, CH",47.4,8,-4.1,8,1011.4,8,756.2,8,12.1,8,4,8,12.8,28.4,64.9, ,22.6, ,0,G,999.9,0
52866099999,2022/3/21,36.6166667,101.7666667,2262,"XINING, CH",44.1,8,3.8,8,1010.7,8,756,8,8.9,8,4.2,8,10.5,28.4,64.9, ,25, ,0,G,999.9,0
52866099999,2022/3/22,36.6166667,101.7666667,2262,"XINING, CH",44.4,8,17.3,8,1011.2,8,756,8,6.9,8,7.8,8,14.8,31.5,58.5, ,33.4, ,0,G,999.9,0
52866099999,2022/3/23,36.6166667,101.7666667,2262,"XINING, CH",43.2,8,20.5,8,1014.1,8,757.7,8,6.8,8,3.2,8,6,31.5,58.5, ,33.8, ,0,G,999.9,0
52866099999,2022/3/24,36.6166667,101.7666667,2262,"XINING, CH",49.7,8,6.9,8,1007.4,8,754.6,8,12.4,8,4.7,8,9.5,28.9,64.6, ,30.7, ,0,G,999.9,0
52866099999,2022/3/25,36.6166667,101.7666667,2262,"XINING, CH",47,8,9.9,8,1003.6,8,751.8,8,7.6,8,6.5,8,14.4,28.9,64.6, ,31.5, ,0,G,999.9,0
52866099999,2022/3/26,36.6166667,101.7666667,2262,"XINING, CH",53.4,8,15.1,8,997.8,8,748.8,8,5.9,8,4.7,8,13.2,25.8,69.6, ,35.2, ,0,G,999.9,0
52866099999,2022/3/27,36.6166667,101.7666667,2262,"XINING, CH",43.8,8,21.2,8,1001,8,749.8,8,4.6,8,14.3,8,22.5,37.7,69.6, ,30.7, ,0.04,G,999.9,1000
52866099999,2022/3/28,36.6166667,101.7666667,2262,"XINING, CH",35.9,8,30.4,8,1012.8,8,753.7,8,4.9,8,5.1,8,12.2,36.5,55, ,30.7, ,0.08,G,999.9,11000
